tahun,kode_wilayah,kabupaten_kota,kategori_wisata,jumlah_objek_wisata,is_zero_record,wilayah,total_objek_wisata
2021,3209,KABUPATEN CIREBON,BUDAYA,8,False,Pantura Timur,23
2021,3209,KABUPATEN CIREBON,BUATAN,7,False,Pantura Timur,23
2021,3210,KABUPATEN MAJALENGKA,ALAM,100,False,Pantura Timur,179
2021,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,179
2021,3210,KABUPATEN MAJALENGKA,BUATAN,40,False,Pantura Timur,179
2021,3211,KABUPATEN SUMEDANG,ALAM,30,False,Priangan Barat,97
2021,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,97
2021,3211,KABUPATEN SUMEDANG,BUATAN,56,False,Priangan Barat,97
2021,3212,KABUPATEN INDRAMAYU,ALAM,15,False,Pantura Timur,39
2021,3212,KABUPATEN INDRAMAYU,BUDAYA,13,False,Pantura Timur,39
2021,3212,KABUPATEN INDRAMAYU,BUATAN,11,False,Pantura Timur,39
2021,3213,KABUPATEN SUBANG,ALAM,63,False,Pantura Barat,125
2021,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,125
2021,3213,KABUPATEN SUBANG,BUATAN,61,False,Pantura Barat,125
2021,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,63
2021,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,63
2021,3214,KABUPATEN PURWAKARTA,BUATAN,25,False,Pantura Barat,63
2021,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2021,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2021,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2021,3216,KABUPATEN BEKASI,ALAM,11,False,Pantura Barat,35
2021,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,35
2021,3216,KABUPATEN BEKASI,BUATAN,22,False,Pantura Barat,35
2021,3217,KABUPATEN BANDUNG BARAT,ALAM,74,False,Priangan Barat,159
2021,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18,False,Priangan Barat,159
2021,3217,KABUPATEN BANDUNG BARAT,BUATAN,67,False,Priangan Barat,159
2021,3218,KABUPATEN PANGANDARAN,ALAM,182,False,Priangan Timur,285
2021,3218,KABUPATEN PANGANDARAN,BUDAYA,75,False,Priangan Timur,285
2021,3218,KABUPATEN PANGANDARAN,BUATAN,28,False,Priangan Timur,285
2021,3271,KOTA BOGOR,ALAM,3,False,Bogor-Sukabumi,30
2021,3271,KOTA BOGOR,BUDAYA,8,False,Bogor-Sukabumi,30
2021,3271,KOTA BOGOR,BUATAN,19,False,Bogor-Sukabumi,30
2021,3272,KOTA SUKABUMI,ALAM,3,False,Bogor-Sukabumi,17
2021,3272,KOTA SUKABUMI,BUDAYA,3,False,Bogor-Sukabumi,17
2021,3272,KOTA SUKABUMI,BUATAN,11,False,Bogor-Sukabumi,17
2021,3273,KOTA BANDUNG,ALAM,3,False,Priangan Barat,61
2021,3273,KOTA BANDUNG,BUDAYA,10,False,Priangan Barat,61
2021,3273,KOTA BANDUNG,BUATAN,48,False,Priangan Barat,61
2021,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2021,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2021,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2021,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,78
2021,3275,KOTA BEKASI,BUDAYA,36,False,Pantura Barat,78
2021,3275,KOTA BEKASI,BUATAN,39,False,Pantura Barat,78
2021,3276,KOTA DEPOK,ALAM,19,False,Pantura Barat,84
2021,3276,KOTA DEPOK,BUDAYA,48,False,Pantura Barat,84
2021,3276,KOTA DEPOK,BUATAN,17,False,Pantura Barat,84
2021,3277,KOTA CIMAHI,ALAM,2,False,Priangan Barat,7
2021,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,7
2021,3277,KOTA CIMAHI,BUATAN,3,False,Priangan Barat,7
2021,3278,KOTA TASIKMALAYA,ALAM,8,False,Priangan Timur,21
2021,3278,KOTA TASIKMALAYA,BUDAYA,4,False,Priangan Timur,21
2021,3278,KOTA TASIKMALAYA,BUATAN,9,False,Priangan Timur,21
2021,3279,KOTA BANJAR,ALAM,0,True,Priangan Timur,7
2021,3279,KOTA BANJAR,BUDAYA,0,True,Priangan Timur,7
2021,3279,KOTA BANJAR,BUATAN,7,False,Priangan Timur,7
2022,3201,KABUPATEN BOGOR,ALAM,122,False,Bogor-Sukabumi,206
2022,3201,KABUPATEN BOGOR,BUDAYA,30,False,Bogor-Sukabumi,206
2022,3201,KABUPATEN BOGOR,BUATAN,54,False,Bogor-Sukabumi,206
2022,3202,KABUPATEN SUKABUMI,ALAM,96,False,Bogor-Sukabumi,108
2022,3202,KABUPATEN SUKABUMI,BUDAYA,7,False,Bogor-Sukabumi,108
2022,3202,KABUPATEN SUKABUMI,BUATAN,5,False,Bogor-Sukabumi,108
2022,3203,KABUPATEN CIANJUR,ALAM,94,False,Priangan Barat,146
2022,3203,KABUPATEN CIANJUR,BUDAYA,24,False,Priangan Barat,146
2022,3203,KABUPATEN CIANJUR,BUATAN,28,False,Priangan Barat,146
2022,3204,KABUPATEN BANDUNG,ALAM,77,False,Priangan Barat,313
2022,3204,KABUPATEN BANDUNG,BUDAYA,175,False,Priangan Barat,313
2022,3204,KABUPATEN BANDUNG,BUATAN,61,False,Priangan Barat,313
2022,3205,KABUPATEN GARUT,ALAM,115,False,Priangan Timur,226
2022,3205,KABUPATEN GARUT,BUDAYA,40,False,Priangan Timur,226
2022,3205,KABUPATEN GARUT,BUATAN,71,False,Priangan Timur,226
2022,3206,KABUPATEN TASIKMALAYA,ALAM,110,False,Priangan Timur,116
2022,3206,KABUPATEN TASIKMALAYA,BUDAYA,2,False,Priangan Timur,116
2022,3206,KABUPATEN TASIKMALAYA,BUATAN,4,False,Priangan Timur,116
2022,3207,KABUPATEN CIAMIS,ALAM,16,False,Priangan Timur,50
2022,3207,KABUPATEN CIAMIS,BUDAYA,10,False,Priangan Timur,50
2022,3207,KABUPATEN CIAMIS,BUATAN,24,False,Priangan Timur,50
2022,3208,KABUPATEN KUNINGAN,ALAM,117,False,Pantura Timur,156
2022,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,156
2022,3208,KABUPATEN KUNINGAN,BUATAN,25,False,Pantura Timur,156
2022,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,23
2022,3209,KABUPATEN CIREBON,BUDAYA,8,False,Pantura Timur,23
2022,3209,KABUPATEN CIREBON,BUATAN,7,False,Pantura Timur,23
2022,3210,KABUPATEN MAJALENGKA,ALAM,112,False,Pantura Timur,197
2022,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,197
2022,3210,KABUPATEN MAJALENGKA,BUATAN,46,False,Pantura Timur,197
2022,3211,KABUPATEN SUMEDANG,ALAM,36,False,Priangan Barat,111
2022,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,111
2022,3211,KABUPATEN SUMEDANG,BUATAN,64,False,Priangan Barat,111
2022,3212,KABUPATEN INDRAMAYU,ALAM,13,False,Pantura Timur,26
2022,3212,KABUPATEN INDRAMAYU,BUDAYA,9,False,Pantura Timur,26
2022,3212,KABUPATEN INDRAMAYU,BUATAN,4,False,Pantura Timur,26
2022,3213,KABUPATEN SUBANG,ALAM,68,False,Pantura Barat,83
2022,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,83
2022,3213,KABUPATEN SUBANG,BUATAN,14,False,Pantura Barat,83
2022,3214,KABUPATEN PURWAKARTA,ALAM,28,False,Pantura Barat,64
2022,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,64
2022,3214,KABUPATEN PURWAKARTA,BUATAN,26,False,Pantura Barat,64
2022,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2022,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2022,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2022,3216,KABUPATEN BEKASI,ALAM,11,False,Pantura Barat,38
2022,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,38
2022,3216,KABUPATEN BEKASI,BUATAN,25,False,Pantura Barat,38
2022,3217,KABUPATEN BANDUNG BARAT,ALAM,74,False,Priangan Barat,160
2022,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19,False,Priangan Barat,160
2022,3217,KABUPATEN BANDUNG BARAT,BUATAN,67,False,Priangan Barat,160
2022,3218,KABUPATEN PANGANDARAN,ALAM,182,False,Priangan Timur,286
2022,3218,KABUPATEN PANGANDARAN,BUDAYA,76,False,Priangan Timur,286
2022,3218,KABUPATEN PANGANDARAN,BUATAN,28,False,Priangan Timur,286
2022,3271,KOTA BOGOR,ALAM,9,False,Bogor-Sukabumi,38
2022,3271,KOTA BOGOR,BUDAYA,20,False,Bogor-Sukabumi,38
2022,3271,KOTA BOGOR,BUATAN,9,False,Bogor-Sukabumi,38
2022,3272,KOTA SUKABUMI,ALAM,3,False,Bogor-Sukabumi,18
2022,3272,KOTA SUKABUMI,BUDAYA,3,False,Bogor-Sukabumi,18
2022,3272,KOTA SUKABUMI,BUATAN,12,False,Bogor-Sukabumi,18
2022,3273,KOTA BANDUNG,ALAM,10,False,Priangan Barat,68
2022,3273,KOTA BANDUNG,BUDAYA,10,False,Priangan Barat,68
2022,3273,KOTA BANDUNG,BUATAN,48,False,Priangan Barat,68
2022,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2022,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2022,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2022,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,60
2022,3275,KOTA BEKASI,BUDAYA,18,False,Pantura Barat,60
2022,3275,KOTA BEKASI,BUATAN,39,False,Pantura Barat,60
2022,3276,KOTA DEPOK,ALAM,19,False,Pantura Barat,84
2022,3276,KOTA DEPOK,BUDAYA,48,False,Pantura Barat,84
2022,3276,KOTA DEPOK,BUATAN,17,False,Pantura Barat,84
2022,3277,KOTA CIMAHI,ALAM,3,False,Priangan Barat,9
2022,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,9
2022,3277,KOTA CIMAHI,BUATAN,4,False,Priangan Barat,9
2022,3278,KOTA TASIKMALAYA,ALAM,19,False,Priangan Timur,51
2022,3278,KOTA TASIKMALAYA,BUDAYA,20,False,Priangan Timur,51
2022,3278,KOTA TASIKMALAYA,BUATAN,12,False,Priangan Timur,51
2022,3279,KOTA BANJAR,ALAM,10,False,Priangan Timur,25
2022,3279,KOTA BANJAR,BUDAYA,3,False,Priangan Timur,25
2022,3279,KOTA BANJAR,BUATAN,12,False,Priangan Timur,25
2023,3201,KABUPATEN BOGOR,ALAM,122,False,Bogor-Sukabumi,211
2023,3201,KABUPATEN BOGOR,BUDAYA,35,False,Bogor-Sukabumi,211
2023,3201,KABUPATEN BOGOR,BUATAN,54,False,Bogor-Sukabumi,211
2023,3202,KABUPATEN SUKABUMI,ALAM,115,False,Bogor-Sukabumi,130
2023,3202,KABUPATEN SUKABUMI,BUDAYA,10,False,Bogor-Sukabumi,130
2023,3202,KABUPATEN SUKABUMI,BUATAN,5,False,Bogor-Sukabumi,130
2023,3203,KABUPATEN CIANJUR,ALAM,103,False,Priangan Barat,156
2023,3203,KABUPATEN CIANJUR,BUDAYA,21,False,Priangan Barat,156
2023,3203,KABUPATEN CIANJUR,BUATAN,32,False,Priangan Barat,156
2023,3204,KABUPATEN BANDUNG,ALAM,77,False,Priangan Barat,313
2023,3204,KABUPATEN BANDUNG,BUDAYA,175,False,Priangan Barat,313
2023,3204,KABUPATEN BANDUNG,BUATAN,61,False,Priangan Barat,313
2023,3205,KABUPATEN GARUT,ALAM,115,False,Priangan Timur,226
2023,3205,KABUPATEN GARUT,BUDAYA,40,False,Priangan Timur,226
2023,3205,KABUPATEN GARUT,BUATAN,71,False,Priangan Timur,226
2023,3206,KABUPATEN TASIKMALAYA,ALAM,110,False,Priangan Timur,117
2023,3206,KABUPATEN TASIKMALAYA,BUDAYA,2,False,Priangan Timur,117
2023,3206,KABUPATEN TASIKMALAYA,BUATAN,5,False,Priangan Timur,117
2023,3207,KABUPATEN CIAMIS,ALAM,16,False,Priangan Timur,50
2023,3207,KABUPATEN CIAMIS,BUDAYA,10,False,Priangan Timur,50
2023,3207,KABUPATEN CIAMIS,BUATAN,24,False,Priangan Timur,50
2023,3208,KABUPATEN KUNINGAN,ALAM,117,False,Pantura Timur,160
2023,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,160
2023,3208,KABUPATEN KUNINGAN,BUATAN,29,False,Pantura Timur,160
2023,3209,KABUPATEN CIREBON,ALAM,8,False,Pantura Timur,18
2023,3209,KABUPATEN CIREBON,BUDAYA,6,False,Pantura Timur,18
2023,3209,KABUPATEN CIREBON,BUATAN,4,False,Pantura Timur,18
2023,3210,KABUPATEN MAJALENGKA,ALAM,118,False,Pantura Timur,204
2023,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,204
2023,3210,KABUPATEN MAJALENGKA,BUATAN,47,False,Pantura Timur,204
2023,3211,KABUPATEN SUMEDANG,ALAM,36,False,Priangan Barat,107
2023,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,107
2023,3211,KABUPATEN SUMEDANG,BUATAN,60,False,Priangan Barat,107
2023,3212,KABUPATEN INDRAMAYU,ALAM,13,False,Pantura Timur,28
2023,3212,KABUPATEN INDRAMAYU,BUDAYA,9,False,Pantura Timur,28
2023,3212,KABUPATEN INDRAMAYU,BUATAN,6,False,Pantura Timur,28
2023,3213,KABUPATEN SUBANG,ALAM,68,False,Pantura Barat,83
2023,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,83
2023,3213,KABUPATEN SUBANG,BUATAN,14,False,Pantura Barat,83
2023,3214,KABUPATEN PURWAKARTA,ALAM,26,False,Pantura Barat,63
2023,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,63
2023,3214,KABUPATEN PURWAKARTA,BUATAN,27,False,Pantura Barat,63
2023,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2023,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2023,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2023,3216,KABUPATEN BEKASI,ALAM,10,False,Pantura Barat,37
2023,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,37
2023,3216,KABUPATEN BEKASI,BUATAN,25,False,Pantura Barat,37
2023,3217,KABUPATEN BANDUNG BARAT,ALAM,74,False,Priangan Barat,163
2023,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19,False,Priangan Barat,163
2023,3217,KABUPATEN BANDUNG BARAT,BUATAN,70,False,Priangan Barat,163
2023,3218,KABUPATEN PANGANDARAN,ALAM,233,False,Priangan Timur,389
2023,3218,KABUPATEN PANGANDARAN,BUDAYA,103,False,Priangan Timur,389
2023,3218,KABUPATEN PANGANDARAN,BUATAN,53,False,Priangan Timur,389
2023,3271,KOTA BOGOR,ALAM,9,False,Bogor-Sukabumi,38
2023,3271,KOTA BOGOR,BUDAYA,20,False,Bogor-Sukabumi,38
2023,3271,KOTA BOGOR,BUATAN,9,False,Bogor-Sukabumi,38
2023,3272,KOTA SUKABUMI,ALAM,3,False,Bogor-Sukabumi,17
2023,3272,KOTA SUKABUMI,BUDAYA,3,False,Bogor-Sukabumi,17
2023,3272,KOTA SUKABUMI,BUATAN,11,False,Bogor-Sukabumi,17
2023,3273,KOTA BANDUNG,ALAM,10,False,Priangan Barat,68
2023,3273,KOTA BANDUNG,BUDAYA,10,False,Priangan Barat,68
2023,3273,KOTA BANDUNG,BUATAN,48,False,Priangan Barat,68
2023,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2023,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2023,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2023,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,60
2023,3275,KOTA BEKASI,BUDAYA,18,False,Pantura Barat,60
2023,3275,KOTA BEKASI,BUATAN,39,False,Pantura Barat,60
2023,3276,KOTA DEPOK,ALAM,22,False,Pantura Barat,90
2023,3276,KOTA DEPOK,BUDAYA,48,False,Pantura Barat,90
2023,3276,KOTA DEPOK,BUATAN,20,False,Pantura Barat,90
2023,3277,KOTA CIMAHI,ALAM,3,False,Priangan Barat,9
2023,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,9
2023,3277,KOTA CIMAHI,BUATAN,4,False,Priangan Barat,9
2023,3278,KOTA TASIKMALAYA,ALAM,6,False,Priangan Timur,46
2023,3278,KOTA TASIKMALAYA,BUDAYA,26,False,Priangan Timur,46
2023,3278,KOTA TASIKMALAYA,BUATAN,14,False,Priangan Timur,46
2023,3279,KOTA BANJAR,ALAM,13,False,Priangan Timur,27
2023,3279,KOTA BANJAR,BUDAYA,3,False,Priangan Timur,27
2023,3279,KOTA BANJAR,BUATAN,11,False,Priangan Timur,27
2024,3201,KABUPATEN BOGOR,ALAM,121,False,Bogor-Sukabumi,317
2024,3201,KABUPATEN BOGOR,BUDAYA,135,False,Bogor-Sukabumi,317
2024,3201,KABUPATEN BOGOR,BUATAN,61,False,Bogor-Sukabumi,317
2024,3202,KABUPATEN SUKABUMI,ALAM,61,False,Bogor-Sukabumi,79
2024,3202,KABUPATEN SUKABUMI,BUDAYA,9,False,Bogor-Sukabumi,79
2024,3202,KABUPATEN SUKABUMI,BUATAN,9,False,Bogor-Sukabumi,79
2024,3203,KABUPATEN CIANJUR,ALAM,103,False,Priangan Barat,156
2024,3203,KABUPATEN CIANJUR,BUDAYA,21,False,Priangan Barat,156
2024,3203,KABUPATEN CIANJUR,BUATAN,32,False,Priangan Barat,156
2024,3204,KABUPATEN BANDUNG,ALAM,77,False,Priangan Barat,313
2024,3204,KABUPATEN BANDUNG,BUDAYA,175,False,Priangan Barat,313
2024,3204,KABUPATEN BANDUNG,BUATAN,61,False,Priangan Barat,313
2024,3205,KABUPATEN GARUT,ALAM,115,False,Priangan Timur,226
2024,3205,KABUPATEN GARUT,BUDAYA,40,False,Priangan Timur,226
2024,3205,KABUPATEN GARUT,BUATAN,71,False,Priangan Timur,226
2024,3206,KABUPATEN TASIKMALAYA,ALAM,110,False,Priangan Timur,116
2024,3206,KABUPATEN TASIKMALAYA,BUDAYA,2,False,Priangan Timur,116
2024,3206,KABUPATEN TASIKMALAYA,BUATAN,4,False,Priangan Timur,116
2024,3207,KABUPATEN CIAMIS,ALAM,16,False,Priangan Timur,50
2024,3207,KABUPATEN CIAMIS,BUDAYA,10,False,Priangan Timur,50
2024,3207,KABUPATEN CIAMIS,BUATAN,24,False,Priangan Timur,50
2024,3208,KABUPATEN KUNINGAN,ALAM,117,False,Pantura Timur,161
2024,3208,KABUPATEN KUNINGAN,BUDAYA,14,False,Pantura Timur,161
2024,3208,KABUPATEN KUNINGAN,BUATAN,30,False,Pantura Timur,161
2024,3209,KABUPATEN CIREBON,ALAM,7,False,Pantura Timur,17
2024,3209,KABUPATEN CIREBON,BUDAYA,7,False,Pantura Timur,17
2024,3209,KABUPATEN CIREBON,BUATAN,3,False,Pantura Timur,17
2024,3210,KABUPATEN MAJALENGKA,ALAM,118,False,Pantura Timur,204
2024,3210,KABUPATEN MAJALENGKA,BUDAYA,39,False,Pantura Timur,204
2024,3210,KABUPATEN MAJALENGKA,BUATAN,47,False,Pantura Timur,204
2024,3211,KABUPATEN SUMEDANG,ALAM,31,False,Priangan Barat,105
2024,3211,KABUPATEN SUMEDANG,BUDAYA,11,False,Priangan Barat,105
2024,3211,KABUPATEN SUMEDANG,BUATAN,63,False,Priangan Barat,105
2024,3212,KABUPATEN INDRAMAYU,ALAM,13,False,Pantura Timur,37
2024,3212,KABUPATEN INDRAMAYU,BUDAYA,12,False,Pantura Timur,37
2024,3212,KABUPATEN INDRAMAYU,BUATAN,12,False,Pantura Timur,37
2024,3213,KABUPATEN SUBANG,ALAM,68,False,Pantura Barat,83
2024,3213,KABUPATEN SUBANG,BUDAYA,1,False,Pantura Barat,83
2024,3213,KABUPATEN SUBANG,BUATAN,14,False,Pantura Barat,83
2024,3214,KABUPATEN PURWAKARTA,ALAM,26,False,Pantura Barat,64
2024,3214,KABUPATEN PURWAKARTA,BUDAYA,10,False,Pantura Barat,64
2024,3214,KABUPATEN PURWAKARTA,BUATAN,28,False,Pantura Barat,64
2024,3215,KABUPATEN KARAWANG,ALAM,50,False,Pantura Barat,127
2024,3215,KABUPATEN KARAWANG,BUDAYA,39,False,Pantura Barat,127
2024,3215,KABUPATEN KARAWANG,BUATAN,38,False,Pantura Barat,127
2024,3216,KABUPATEN BEKASI,ALAM,14,False,Pantura Barat,57
2024,3216,KABUPATEN BEKASI,BUDAYA,2,False,Pantura Barat,57
2024,3216,KABUPATEN BEKASI,BUATAN,41,False,Pantura Barat,57
2024,3217,KABUPATEN BANDUNG BARAT,ALAM,79,False,Priangan Barat,169
2024,3217,KABUPATEN BANDUNG BARAT,BUDAYA,19,False,Priangan Barat,169
2024,3217,KABUPATEN BANDUNG BARAT,BUATAN,71,False,Priangan Barat,169
2024,3218,KABUPATEN PANGANDARAN,ALAM,233,False,Priangan Timur,390
2024,3218,KABUPATEN PANGANDARAN,BUDAYA,103,False,Priangan Timur,390
2024,3218,KABUPATEN PANGANDARAN,BUATAN,54,False,Priangan Timur,390
2024,3271,KOTA BOGOR,ALAM,9,False,Bogor-Sukabumi,38
2024,3271,KOTA BOGOR,BUDAYA,20,False,Bogor-Sukabumi,38
2024,3271,KOTA BOGOR,BUATAN,9,False,Bogor-Sukabumi,38
2024,3272,KOTA SUKABUMI,ALAM,3,False,Bogor-Sukabumi,17
2024,3272,KOTA SUKABUMI,BUDAYA,3,False,Bogor-Sukabumi,17
2024,3272,KOTA SUKABUMI,BUATAN,11,False,Bogor-Sukabumi,17
2024,3273,KOTA BANDUNG,ALAM,10,False,Priangan Barat,68
2024,3273,KOTA BANDUNG,BUDAYA,10,False,Priangan Barat,68
2024,3273,KOTA BANDUNG,BUATAN,48,False,Priangan Barat,68
2024,3274,KOTA CIREBON,ALAM,1,False,Pantura Timur,17
2024,3274,KOTA CIREBON,BUDAYA,14,False,Pantura Timur,17
2024,3274,KOTA CIREBON,BUATAN,2,False,Pantura Timur,17
2024,3275,KOTA BEKASI,ALAM,3,False,Pantura Barat,60
2024,3275,KOTA BEKASI,BUDAYA,18,False,Pantura Barat,60
2024,3275,KOTA BEKASI,BUATAN,39,False,Pantura Barat,60
2024,3276,KOTA DEPOK,ALAM,19,False,Pantura Barat,84
2024,3276,KOTA DEPOK,BUDAYA,48,False,Pantura Barat,84
2024,3276,KOTA DEPOK,BUATAN,17,False,Pantura Barat,84
2024,3277,KOTA CIMAHI,ALAM,3,False,Priangan Barat,9
2024,3277,KOTA CIMAHI,BUDAYA,2,False,Priangan Barat,9
2024,3277,KOTA CIMAHI,BUATAN,4,False,Priangan Barat,9
2024,3278,KOTA TASIKMALAYA,ALAM,14,False,Priangan Timur,51
2024,3278,KOTA TASIKMALAYA,BUDAYA,26,False,Priangan Timur,51
2024,3278,KOTA TASIKMALAYA,BUATAN,11,False,Priangan Timur,51
2024,3279,KOTA BANJAR,ALAM,9,False,Priangan Timur,24
2024,3279,KOTA BANJAR,BUDAYA,3,False,Priangan Timur,24
2024,3279,KOTA BANJAR,BUATAN,12,False,Priangan Timur,24
