tahun,kode_wilayah,kabupaten_kota,wilayah,total_objek_wisata,alam,buatan,budaya,minat_khusus,alam_norm,budaya_norm,buatan_norm,minat_khusus_norm,total_norm
2019,3218,KABUPATEN PANGANDARAN,Priangan Timur,232,156.0,22.0,54.0,,0.4105263157894737,0.46551724137931033,0.1456953642384106,,0.5771144278606966
2019,3271,KOTA BOGOR,Bogor-Sukabumi,23,0.0,22.0,1.0,,0.0,0.008620689655172414,0.1456953642384106,,0.05721393034825871
2019,3272,KOTA SUKABUMI,Bogor-Sukabumi,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
2019,3273,KOTA BANDUNG,Priangan Barat,13,3.0,6.0,4.0,,0.007894736842105263,0.034482758620689655,0.039735099337748346,,0.03233830845771144
2019,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.002631578947368421,0.1206896551724138,0.013245033112582781,,0.04228855721393035
2019,3275,KOTA BEKASI,Pantura Barat,12,4.0,5.0,3.0,,0.010526315789473684,0.02586206896551724,0.033112582781456956,,0.029850746268656716
2019,3276,KOTA DEPOK,Pantura Barat,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
2019,3277,KOTA CIMAHI,Priangan Barat,7,2.0,3.0,2.0,,0.005263157894736842,0.017241379310344827,0.019867549668874173,,0.017412935323383085
2019,3278,KOTA TASIKMALAYA,Priangan Timur,13,6.0,2.0,5.0,,0.015789473684210527,0.04310344827586207,0.013245033112582781,,0.03233830845771144
2019,3279,KOTA BANJAR,Priangan Timur,2,1.0,1.0,0.0,,0.002631578947368421,0.0,0.006622516556291391,,0.004975124378109453
2020,3201,KABUPATEN BOGOR,Bogor-Sukabumi,381,169.0,151.0,61.0,,0.8622448979591837,0.61,1.0,,1.0
2020,3202,KABUPATEN SUKABUMI,Bogor-Sukabumi,60,47.0,6.0,7.0,,0.23979591836734693,0.07,0.039735099337748346,,0.15079365079365079
2020,3203,KABUPATEN CIANJUR,Priangan Barat,134,90.0,21.0,23.0,,0.45918367346938777,0.23,0.1390728476821192,,0.34656084656084657
2020,3204,KABUPATEN BANDUNG,Priangan Barat,96,48.0,41.0,7.0,,0.24489795918367346,0.07,0.271523178807947,,0.24603174603174602
2020,3205,KABUPATEN GARUT,Priangan Timur,215,106.0,73.0,36.0,,0.5408163265306123,0.36,0.48344370860927155,,0.5608465608465608
2020,3206,KABUPATEN TASIKMALAYA,Priangan Timur,298,196.0,2.0,100.0,,1.0,1.0,0.013245033112582781,,0.7804232804232805
2020,3207,KABUPATEN CIAMIS,Priangan Timur,145,82.0,18.0,45.0,,0.41836734693877553,0.45,0.11920529801324503,,0.37566137566137564
2020,3208,KABUPATEN KUNINGAN,Pantura Timur,148,108.0,26.0,14.0,,0.5510204081632653,0.14,0.17218543046357615,,0.3835978835978836
2020,3209,KABUPATEN CIREBON,Pantura Timur,22,8.0,7.0,7.0,,0.04081632653061224,0.07,0.046357615894039736,,0.05026455026455026
2020,3210,KABUPATEN MAJALENGKA,Pantura Timur,179,100.0,40.0,39.0,,0.5102040816326531,0.39,0.26490066225165565,,0.4656084656084656
2020,3211,KABUPATEN SUMEDANG,Priangan Barat,100,29.0,60.0,11.0,,0.14795918367346939,0.11,0.3973509933774834,,0.2566137566137566
2020,3212,KABUPATEN INDRAMAYU,Pantura Timur,39,15.0,11.0,13.0,,0.07653061224489796,0.13,0.0728476821192053,,0.09523809523809523
2020,3213,KABUPATEN SUBANG,Pantura Barat,112,58.0,53.0,1.0,,0.29591836734693877,0.01,0.3509933774834437,,0.28835978835978837
2020,3214,KABUPATEN PURWAKARTA,Pantura Barat,63,28.0,25.0,10.0,,0.14285714285714285,0.1,0.16556291390728478,,0.15873015873015872
2020,3215,KABUPATEN KARAWANG,Pantura Barat,127,50.0,38.0,39.0,,0.25510204081632654,0.39,0.25165562913907286,,0.328042328042328
2020,3216,KABUPATEN BEKASI,Pantura Barat,35,11.0,22.0,2.0,,0.05612244897959184,0.02,0.1456953642384106,,0.08465608465608465
2020,3217,KABUPATEN BANDUNG BARAT,Priangan Barat,159,74.0,67.0,18.0,,0.37755102040816324,0.18,0.44370860927152317,,0.4126984126984127
2020,3218,KABUPATEN PANGANDARAN,Priangan Timur,269,171.0,25.0,73.0,,0.8724489795918368,0.73,0.16556291390728478,,0.7037037037037037
2020,3271,KOTA BOGOR,Bogor-Sukabumi,23,0.0,22.0,1.0,,0.0,0.01,0.1456953642384106,,0.05291005291005291
2020,3272,KOTA SUKABUMI,Bogor-Sukabumi,14,2.0,12.0,0.0,,0.01020408163265306,0.0,0.07947019867549669,,0.0291005291005291
2020,3273,KOTA BANDUNG,Priangan Barat,24,11.0,7.0,6.0,,0.05612244897959184,0.06,0.046357615894039736,,0.05555555555555555
2020,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.00510204081632653,0.14,0.013245033112582781,,0.037037037037037035
2020,3275,KOTA BEKASI,Pantura Barat,12,3.0,6.0,3.0,,0.015306122448979591,0.03,0.039735099337748346,,0.023809523809523808
2020,3276,KOTA DEPOK,Pantura Barat,85,85.0,0.0,0.0,,0.4336734693877551,0.0,0.0,,0.21693121693121692
2020,3277,KOTA CIMAHI,Priangan Barat,7,2.0,3.0,2.0,,0.01020408163265306,0.02,0.019867549668874173,,0.010582010582010581
2020,3278,KOTA TASIKMALAYA,Priangan Timur,13,6.0,2.0,5.0,,0.030612244897959183,0.05,0.013245033112582781,,0.026455026455026454
2020,3279,KOTA BANJAR,Priangan Timur,3,2.0,1.0,0.0,,0.01020408163265306,0.0,0.006622516556291391,,0.0
2021,3201,KABUPATEN BOGOR,Bogor-Sukabumi,156,100.0,43.0,13.0,,0.5494505494505495,0.07926829268292683,0.5256410256410257,,0.5085324232081911
2021,3202,KABUPATEN SUKABUMI,Bogor-Sukabumi,60,47.0,6.0,7.0,,0.25824175824175827,0.042682926829268296,0.05128205128205128,,0.18088737201365188
2021,3203,KABUPATEN CIANJUR,Priangan Barat,150,98.0,27.0,25.0,,0.5384615384615384,0.1524390243902439,0.32051282051282054,,0.4880546075085324
2021,3204,KABUPATEN BANDUNG,Priangan Barat,300,56.0,80.0,164.0,,0.3076923076923077,1.0,1.0,,1.0
2021,3205,KABUPATEN GARUT,Priangan Timur,215,106.0,73.0,36.0,,0.5824175824175825,0.21951219512195122,0.9102564102564102,,0.7098976109215017
2021,3206,KABUPATEN TASIKMALAYA,Priangan Timur,61,42.0,2.0,17.0,,0.23076923076923078,0.10365853658536585,0.0,,0.18430034129692832
2021,3207,KABUPATEN CIAMIS,Priangan Timur,38,13.0,20.0,5.0,,0.07142857142857142,0.03048780487804878,0.23076923076923078,,0.10580204778156997
2021,3208,KABUPATEN KUNINGAN,Pantura Timur,149,109.0,26.0,14.0,,0.5989010989010989,0.08536585365853659,0.3076923076923077,,0.48464163822525597
2021,3209,KABUPATEN CIREBON,Pantura Timur,23,8.0,7.0,8.0,,0.04395604395604396,0.04878048780487805,0.0641025641025641,,0.05460750853242321
2021,3210,KABUPATEN MAJALENGKA,Pantura Timur,179,100.0,40.0,39.0,,0.5494505494505495,0.23780487804878048,0.48717948717948717,,0.5870307167235495
2021,3211,KABUPATEN SUMEDANG,Priangan Barat,97,30.0,56.0,11.0,,0.16483516483516483,0.06707317073170732,0.6923076923076923,,0.30716723549488056
2021,3212,KABUPATEN INDRAMAYU,Pantura Timur,39,15.0,11.0,13.0,,0.08241758241758242,0.07926829268292683,0.11538461538461539,,0.10921501706484642
2021,3213,KABUPATEN SUBANG,Pantura Barat,125,63.0,61.0,1.0,,0.34615384615384615,0.006097560975609756,0.7564102564102564,,0.40273037542662116
2021,3214,KABUPATEN PURWAKARTA,Pantura Barat,63,28.0,25.0,10.0,,0.15384615384615385,0.06097560975609756,0.2948717948717949,,0.19112627986348124
2021,3215,KABUPATEN KARAWANG,Pantura Barat,127,50.0,38.0,39.0,,0.27472527472527475,0.23780487804878048,0.46153846153846156,,0.40955631399317405
2021,3216,KABUPATEN BEKASI,Pantura Barat,35,11.0,22.0,2.0,,0.06043956043956044,0.012195121951219513,0.2564102564102564,,0.09556313993174062
2021,3217,KABUPATEN BANDUNG BARAT,Priangan Barat,159,74.0,67.0,18.0,,0.4065934065934066,0.10975609756097561,0.8333333333333334,,0.5187713310580204
2021,3218,KABUPATEN PANGANDARAN,Priangan Timur,285,182.0,28.0,75.0,,1.0,0.4573170731707317,0.3333333333333333,,0.9488054607508533
2021,3271,KOTA BOGOR,Bogor-Sukabumi,30,3.0,19.0,8.0,,0.016483516483516484,0.04878048780487805,0.21794871794871795,,0.07849829351535836
2021,3272,KOTA SUKABUMI,Bogor-Sukabumi,17,3.0,11.0,3.0,,0.016483516483516484,0.018292682926829267,0.11538461538461539,,0.034129692832764506
2021,3273,KOTA BANDUNG,Priangan Barat,61,3.0,48.0,10.0,,0.016483516483516484,0.06097560975609756,0.5897435897435898,,0.18430034129692832
2021,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.005494505494505495,0.08536585365853659,0.0,,0.034129692832764506
2021,3275,KOTA BEKASI,Pantura Barat,78,3.0,39.0,36.0,,0.016483516483516484,0.21951219512195122,0.47435897435897434,,0.24232081911262798
2021,3276,KOTA DEPOK,Pantura Barat,84,19.0,17.0,48.0,,0.1043956043956044,0.2926829268292683,0.19230769230769232,,0.2627986348122867
2021,3277,KOTA CIMAHI,Priangan Barat,7,2.0,3.0,2.0,,0.01098901098901099,0.012195121951219513,0.01282051282051282,,0.0
2021,3278,KOTA TASIKMALAYA,Priangan Timur,21,8.0,9.0,4.0,,0.04395604395604396,0.024390243902439025,0.08974358974358974,,0.04778156996587031
2021,3279,KOTA BANJAR,Priangan Timur,7,0.0,7.0,0.0,,0.0,0.0,0.0641025641025641,,0.0
2022,3201,KABUPATEN BOGOR,Bogor-Sukabumi,206,122.0,54.0,30.0,,0.6685082872928176,0.16666666666666666,0.7536231884057971,,0.6480263157894737
2022,3202,KABUPATEN SUKABUMI,Bogor-Sukabumi,108,96.0,5.0,7.0,,0.5248618784530387,0.034482758620689655,0.043478260869565216,,0.3256578947368421
2022,3203,KABUPATEN CIANJUR,Priangan Barat,146,94.0,28.0,24.0,,0.5138121546961326,0.13218390804597702,0.37681159420289856,,0.4506578947368421
2022,3204,KABUPATEN BANDUNG,Priangan Barat,313,77.0,61.0,175.0,,0.4198895027624309,1.0,0.855072463768116,,1.0
2022,3205,KABUPATEN GARUT,Priangan Timur,226,115.0,71.0,40.0,,0.6298342541436464,0.22413793103448276,1.0,,0.7138157894736842
2022,3206,KABUPATEN TASIKMALAYA,Priangan Timur,116,110.0,4.0,2.0,,0.6022099447513812,0.005747126436781609,0.028985507246376812,,0.3519736842105263
2022,3207,KABUPATEN CIAMIS,Priangan Timur,50,16.0,24.0,10.0,,0.08287292817679558,0.05172413793103448,0.3188405797101449,,0.13486842105263158
2022,3208,KABUPATEN KUNINGAN,Pantura Timur,156,117.0,25.0,14.0,,0.6408839779005525,0.07471264367816093,0.3333333333333333,,0.48355263157894735
2022,3209,KABUPATEN CIREBON,Pantura Timur,23,8.0,7.0,8.0,,0.03867403314917127,0.040229885057471264,0.07246376811594203,,0.046052631578947366
2022,3210,KABUPATEN MAJALENGKA,Pantura Timur,197,112.0,46.0,39.0,,0.6132596685082873,0.21839080459770116,0.6376811594202898,,0.618421052631579
2022,3211,KABUPATEN SUMEDANG,Priangan Barat,111,36.0,64.0,11.0,,0.19337016574585636,0.05747126436781609,0.8985507246376812,,0.3355263157894737
2022,3212,KABUPATEN INDRAMAYU,Pantura Timur,26,13.0,4.0,9.0,,0.06629834254143646,0.04597701149425287,0.028985507246376812,,0.05592105263157895
2022,3213,KABUPATEN SUBANG,Pantura Barat,83,68.0,14.0,1.0,,0.3701657458563536,0.0,0.17391304347826086,,0.24342105263157895
2022,3214,KABUPATEN PURWAKARTA,Pantura Barat,64,28.0,26.0,10.0,,0.14917127071823205,0.05172413793103448,0.34782608695652173,,0.18092105263157895
2022,3215,KABUPATEN KARAWANG,Pantura Barat,127,50.0,38.0,39.0,,0.27071823204419887,0.21839080459770116,0.5217391304347826,,0.3881578947368421
2022,3216,KABUPATEN BEKASI,Pantura Barat,38,11.0,25.0,2.0,,0.055248618784530384,0.005747126436781609,0.3333333333333333,,0.09539473684210527
2022,3217,KABUPATEN BANDUNG BARAT,Priangan Barat,160,74.0,67.0,19.0,,0.40331491712707185,0.10344827586206896,0.9420289855072463,,0.4967105263157895
2022,3218,KABUPATEN PANGANDARAN,Priangan Timur,286,182.0,28.0,76.0,,1.0,0.43103448275862066,0.37681159420289856,,0.9111842105263158
2022,3271,KOTA BOGOR,Bogor-Sukabumi,38,9.0,9.0,20.0,,0.04419889502762431,0.10919540229885058,0.10144927536231885,,0.09539473684210527
2022,3272,KOTA SUKABUMI,Bogor-Sukabumi,18,3.0,12.0,3.0,,0.011049723756906077,0.011494252873563218,0.14492753623188406,,0.029605263157894735
2022,3273,KOTA BANDUNG,Priangan Barat,68,10.0,48.0,10.0,,0.049723756906077346,0.05172413793103448,0.6666666666666666,,0.19407894736842105
2022,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.0,0.07471264367816093,0.0,,0.02631578947368421
2022,3275,KOTA BEKASI,Pantura Barat,60,3.0,39.0,18.0,,0.011049723756906077,0.09770114942528736,0.5362318840579711,,0.16776315789473684
2022,3276,KOTA DEPOK,Pantura Barat,84,19.0,17.0,48.0,,0.09944751381215469,0.27011494252873564,0.21739130434782608,,0.24671052631578946
2022,3277,KOTA CIMAHI,Priangan Barat,9,3.0,4.0,2.0,,0.011049723756906077,0.005747126436781609,0.028985507246376812,,0.0
2022,3278,KOTA TASIKMALAYA,Priangan Timur,51,19.0,12.0,20.0,,0.09944751381215469,0.10919540229885058,0.14492753623188406,,0.13815789473684212
2022,3279,KOTA BANJAR,Priangan Timur,25,10.0,12.0,3.0,,0.049723756906077346,0.011494252873563218,0.14492753623188406,,0.05263157894736842
2023,3201,KABUPATEN BOGOR,Bogor-Sukabumi,211,122.0,54.0,35.0,,0.521551724137931,0.19540229885057472,0.7536231884057971,,0.531578947368421
2023,3202,KABUPATEN SUKABUMI,Bogor-Sukabumi,130,115.0,5.0,10.0,,0.49137931034482757,0.05172413793103448,0.043478260869565216,,0.31842105263157894
2023,3203,KABUPATEN CIANJUR,Priangan Barat,156,103.0,32.0,21.0,,0.4396551724137931,0.11494252873563218,0.43478260869565216,,0.3868421052631579
2023,3204,KABUPATEN BANDUNG,Priangan Barat,313,77.0,61.0,175.0,,0.3275862068965517,1.0,0.855072463768116,,0.8
2023,3205,KABUPATEN GARUT,Priangan Timur,226,115.0,71.0,40.0,,0.49137931034482757,0.22413793103448276,1.0,,0.5710526315789474
2023,3206,KABUPATEN TASIKMALAYA,Priangan Timur,117,110.0,5.0,2.0,,0.4698275862068966,0.005747126436781609,0.043478260869565216,,0.28421052631578947
2023,3207,KABUPATEN CIAMIS,Priangan Timur,50,16.0,24.0,10.0,,0.06465517241379311,0.05172413793103448,0.3188405797101449,,0.10789473684210527
2023,3208,KABUPATEN KUNINGAN,Pantura Timur,160,117.0,29.0,14.0,,0.5,0.07471264367816093,0.391304347826087,,0.3973684210526316
2023,3209,KABUPATEN CIREBON,Pantura Timur,18,8.0,4.0,6.0,,0.03017241379310345,0.028735632183908046,0.028985507246376812,,0.02368421052631579
2023,3210,KABUPATEN MAJALENGKA,Pantura Timur,204,118.0,47.0,39.0,,0.5043103448275862,0.21839080459770116,0.6521739130434783,,0.5131578947368421
2023,3211,KABUPATEN SUMEDANG,Priangan Barat,107,36.0,60.0,11.0,,0.15086206896551724,0.05747126436781609,0.8405797101449275,,0.2578947368421053
2023,3212,KABUPATEN INDRAMAYU,Pantura Timur,28,13.0,6.0,9.0,,0.05172413793103448,0.04597701149425287,0.057971014492753624,,0.05
2023,3213,KABUPATEN SUBANG,Pantura Barat,83,68.0,14.0,1.0,,0.28879310344827586,0.0,0.17391304347826086,,0.19473684210526315
2023,3214,KABUPATEN PURWAKARTA,Pantura Barat,63,26.0,27.0,10.0,,0.10775862068965517,0.05172413793103448,0.36231884057971014,,0.14210526315789473
2023,3215,KABUPATEN KARAWANG,Pantura Barat,127,50.0,38.0,39.0,,0.21120689655172414,0.21839080459770116,0.5217391304347826,,0.3105263157894737
2023,3216,KABUPATEN BEKASI,Pantura Barat,37,10.0,25.0,2.0,,0.03879310344827586,0.005747126436781609,0.3333333333333333,,0.07368421052631578
2023,3217,KABUPATEN BANDUNG BARAT,Priangan Barat,163,74.0,70.0,19.0,,0.3146551724137931,0.10344827586206896,0.9855072463768116,,0.4052631578947368
2023,3218,KABUPATEN PANGANDARAN,Priangan Timur,389,233.0,53.0,103.0,,1.0,0.5862068965517241,0.7391304347826086,,1.0
2023,3271,KOTA BOGOR,Bogor-Sukabumi,38,9.0,9.0,20.0,,0.034482758620689655,0.10919540229885058,0.10144927536231885,,0.07631578947368421
2023,3272,KOTA SUKABUMI,Bogor-Sukabumi,17,3.0,11.0,3.0,,0.008620689655172414,0.011494252873563218,0.13043478260869565,,0.021052631578947368
2023,3273,KOTA BANDUNG,Priangan Barat,68,10.0,48.0,10.0,,0.03879310344827586,0.05172413793103448,0.6666666666666666,,0.15526315789473685
2023,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.0,0.07471264367816093,0.0,,0.021052631578947368
2023,3275,KOTA BEKASI,Pantura Barat,60,3.0,39.0,18.0,,0.008620689655172414,0.09770114942528736,0.5362318840579711,,0.13421052631578947
2023,3276,KOTA DEPOK,Pantura Barat,90,22.0,20.0,48.0,,0.09051724137931035,0.27011494252873564,0.2608695652173913,,0.2131578947368421
2023,3277,KOTA CIMAHI,Priangan Barat,9,3.0,4.0,2.0,,0.008620689655172414,0.005747126436781609,0.028985507246376812,,0.0
2023,3278,KOTA TASIKMALAYA,Priangan Timur,46,6.0,14.0,26.0,,0.021551724137931036,0.14367816091954022,0.17391304347826086,,0.09736842105263158
2023,3279,KOTA BANJAR,Priangan Timur,27,13.0,11.0,3.0,,0.05172413793103448,0.011494252873563218,0.13043478260869565,,0.04736842105263158
2024,3201,KABUPATEN BOGOR,Bogor-Sukabumi,317,121.0,61.0,135.0,,0.5172413793103449,0.7701149425287356,0.855072463768116,,0.8083989501312336
2024,3202,KABUPATEN SUKABUMI,Bogor-Sukabumi,79,61.0,9.0,9.0,,0.25862068965517243,0.04597701149425287,0.10144927536231885,,0.1837270341207349
2024,3203,KABUPATEN CIANJUR,Priangan Barat,156,103.0,32.0,21.0,,0.4396551724137931,0.11494252873563218,0.43478260869565216,,0.3858267716535433
2024,3204,KABUPATEN BANDUNG,Priangan Barat,313,77.0,61.0,175.0,,0.3275862068965517,1.0,0.855072463768116,,0.7979002624671916
2024,3205,KABUPATEN GARUT,Priangan Timur,226,115.0,71.0,40.0,,0.49137931034482757,0.22413793103448276,1.0,,0.5695538057742782
2024,3206,KABUPATEN TASIKMALAYA,Priangan Timur,116,110.0,4.0,2.0,,0.4698275862068966,0.005747126436781609,0.028985507246376812,,0.28083989501312334
2024,3207,KABUPATEN CIAMIS,Priangan Timur,50,16.0,24.0,10.0,,0.06465517241379311,0.05172413793103448,0.3188405797101449,,0.10761154855643044
2024,3208,KABUPATEN KUNINGAN,Pantura Timur,161,117.0,30.0,14.0,,0.5,0.07471264367816093,0.4057971014492754,,0.3989501312335958
2024,3209,KABUPATEN CIREBON,Pantura Timur,17,7.0,3.0,7.0,,0.02586206896551724,0.034482758620689655,0.014492753623188406,,0.02099737532808399
2024,3210,KABUPATEN MAJALENGKA,Pantura Timur,204,118.0,47.0,39.0,,0.5043103448275862,0.21839080459770116,0.6521739130434783,,0.5118110236220472
2024,3211,KABUPATEN SUMEDANG,Priangan Barat,105,31.0,63.0,11.0,,0.12931034482758622,0.05747126436781609,0.8840579710144928,,0.25196850393700787
2024,3212,KABUPATEN INDRAMAYU,Pantura Timur,37,13.0,12.0,12.0,,0.05172413793103448,0.06321839080459771,0.14492753623188406,,0.07349081364829396
2024,3213,KABUPATEN SUBANG,Pantura Barat,83,68.0,14.0,1.0,,0.28879310344827586,0.0,0.17391304347826086,,0.1942257217847769
2024,3214,KABUPATEN PURWAKARTA,Pantura Barat,64,26.0,28.0,10.0,,0.10775862068965517,0.05172413793103448,0.37681159420289856,,0.14435695538057744
2024,3215,KABUPATEN KARAWANG,Pantura Barat,127,50.0,38.0,39.0,,0.21120689655172414,0.21839080459770116,0.5217391304347826,,0.30971128608923887
2024,3216,KABUPATEN BEKASI,Pantura Barat,57,14.0,41.0,2.0,,0.05603448275862069,0.005747126436781609,0.5652173913043478,,0.12598425196850394
2024,3217,KABUPATEN BANDUNG BARAT,Priangan Barat,169,79.0,71.0,19.0,,0.33620689655172414,0.10344827586206896,1.0,,0.4199475065616798
2024,3218,KABUPATEN PANGANDARAN,Priangan Timur,390,233.0,54.0,103.0,,1.0,0.5862068965517241,0.7536231884057971,,1.0
2024,3271,KOTA BOGOR,Bogor-Sukabumi,38,9.0,9.0,20.0,,0.034482758620689655,0.10919540229885058,0.10144927536231885,,0.07611548556430446
2024,3272,KOTA SUKABUMI,Bogor-Sukabumi,17,3.0,11.0,3.0,,0.008620689655172414,0.011494252873563218,0.13043478260869565,,0.02099737532808399
2024,3273,KOTA BANDUNG,Priangan Barat,68,10.0,48.0,10.0,,0.03879310344827586,0.05172413793103448,0.6666666666666666,,0.15485564304461943
2024,3274,KOTA CIREBON,Pantura Timur,17,1.0,2.0,14.0,,0.0,0.07471264367816093,0.0,,0.02099737532808399
2024,3275,KOTA BEKASI,Pantura Barat,60,3.0,39.0,18.0,,0.008620689655172414,0.09770114942528736,0.5362318840579711,,0.13385826771653545
2024,3276,KOTA DEPOK,Pantura Barat,84,19.0,17.0,48.0,,0.07758620689655173,0.27011494252873564,0.21739130434782608,,0.1968503937007874
2024,3277,KOTA CIMAHI,Priangan Barat,9,3.0,4.0,2.0,,0.008620689655172414,0.005747126436781609,0.028985507246376812,,0.0
2024,3278,KOTA TASIKMALAYA,Priangan Timur,51,14.0,11.0,26.0,,0.05603448275862069,0.14367816091954022,0.13043478260869565,,0.11023622047244094
2024,3279,KOTA BANJAR,Priangan Timur,24,9.0,12.0,3.0,,0.034482758620689655,0.011494252873563218,0.14492753623188406,,0.03937007874015748
